,GEO,Occupation - Unit group - National Occupational Classification (NOC) 2021 (821A),Gender (3),VALUE
450,Alberta,21310 Electrical and electronics engineers,Total - Gender,7055
451,Alberta,21310 Electrical and electronics engineers,Men+,6110
452,Alberta,21310 Electrical and electronics engineers,Women+,945
453,Alberta,21311 Computer engineers (except software engineers and designers),Total - Gender,2090
454,Alberta,21311 Computer engineers (except software engineers and designers),Men+,1800
455,Alberta,21311 Computer engineers (except software engineers and designers),Women+,290
456,Alberta,2132 Manufacturing and processing engineers,Total - Gender,6220
457,Alberta,2132 Manufacturing and processing engineers,Men+,4700
458,Alberta,2132 Manufacturing and processing engineers,Women+,1525
459,Alberta,21320 Chemical engineers,Total - Gender,3715
460,Alberta,21320 Chemical engineers,Men+,2735
461,Alberta,21320 Chemical engineers,Women+,985
462,Alberta,21321 Industrial and manufacturing engineers,Total - Gender,1850
463,Alberta,21321 Industrial and manufacturing engineers,Men+,1435
464,Alberta,21321 Industrial and manufacturing engineers,Women+,415
465,Alberta,21322 Metallurgical and materials engineers,Total - Gender,655
466,Alberta,21322 Metallurgical and materials engineers,Men+,530
467,Alberta,21322 Metallurgical and materials engineers,Women+,125
468,Alberta,2133 Natural resources engineers,Total - Gender,5895
469,Alberta,2133 Natural resources engineers,Men+,4830
470,Alberta,2133 Natural resources engineers,Women+,1065
471,Alberta,21330 Mining engineers,Total - Gender,550
472,Alberta,21330 Mining engineers,Men+,455
473,Alberta,21330 Mining engineers,Women+,95
474,Alberta,21331 Geological engineers,Total - Gender,740
475,Alberta,21331 Geological engineers,Men+,585
476,Alberta,21331 Geological engineers,Women+,155
477,Alberta,21332 Petroleum engineers,Total - Gender,4610
478,Alberta,21332 Petroleum engineers,Men+,3795
479,Alberta,21332 Petroleum engineers,Women+,810
480,Alberta,2139 Other engineers,Total - Gender,415
481,Alberta,2139 Other engineers,Men+,355
482,Alberta,2139 Other engineers,Women+,65
483,Alberta,21390 Aerospace engineers,Total - Gender,145
484,Alberta,21390 Aerospace engineers,Men+,140
485,Alberta,21399 Other professional engineers,Total - Gender,275
486,Alberta,21399 Other professional engineers,Men+,215
487,Alberta,21399 Other professional engineers,Women+,60
488,Alberta,22 Technical occupations related to natural and applied sciences,Total - Gender,73180
489,Alberta,22 Technical occupations related to natural and applied sciences,Men+,57975
490,Alberta,22 Technical occupations related to natural and applied sciences,Women+,15210
491,Alberta,221 Technical occupations related to natural sciences,Total - Gender,8990
492,Alberta,221 Technical occupations related to natural sciences,Men+,5975
493,Alberta,221 Technical occupations related to natural sciences,Women+,3015
494,Alberta,2210 Technical occupations in physical sciences,Total - Gender,3670
495,Alberta,2210 Technical occupations in physical sciences,Men+,2545
496,Alberta,2210 Technical occupations in physical sciences,Women+,1120
497,Alberta,22100 Chemical technologists and technicians,Total - Gender,1505
498,Alberta,22100 Chemical technologists and technicians,Men+,825
499,Alberta,22100 Chemical technologists and technicians,Women+,680
500,Alberta,22101 Geological and mineral technologists and technicians,Total - Gender,2160
501,Alberta,22101 Geological and mineral technologists and technicians,Men+,1720
502,Alberta,22101 Geological and mineral technologists and technicians,Women+,440
503,Alberta,2211 Technical occupations in life sciences,Total - Gender,5320
504,Alberta,2211 Technical occupations in life sciences,Men+,3430
505,Alberta,2211 Technical occupations in life sciences,Women+,1890
506,Alberta,22110 Biological technologists and technicians,Total - Gender,1020
507,Alberta,22110 Biological technologists and technicians,Men+,475
508,Alberta,22110 Biological technologists and technicians,Women+,545
509,Alberta,22111 Agricultural and fish products inspectors,Total - Gender,465
510,Alberta,22111 Agricultural and fish products inspectors,Men+,305
511,Alberta,22111 Agricultural and fish products inspectors,Women+,155
512,Alberta,22112 Forestry technologists and technicians,Total - Gender,480
513,Alberta,22112 Forestry technologists and technicians,Men+,350
514,Alberta,22112 Forestry technologists and technicians,Women+,125
515,Alberta,22113 Conservation and fishery officers,Total - Gender,280
516,Alberta,22113 Conservation and fishery officers,Men+,220
517,Alberta,22113 Conservation and fishery officers,Women+,60
518,Alberta,22114 Landscape and horticulture technicians and specialists,Total - Gender,3070
519,Alberta,22114 Landscape and horticulture technicians and specialists,Men+,2070
520,Alberta,22114 Landscape and horticulture technicians and specialists,Women+,1000
521,Alberta,222 Technical occupations related to applied sciences (except engineering),Total - Gender,34185
522,Alberta,222 Technical occupations related to applied sciences (except engineering),Men+,25445
523,Alberta,222 Technical occupations related to applied sciences (except engineering),Women+,8745
524,Alberta,"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",Total - Gender,9515
525,Alberta,"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",Men+,6495
526,Alberta,"2221 Technical occupations in architecture, drafting, surveying, geomatics and meteorology",Women+,3020
527,Alberta,22210 Architectural technologists and technicians,Total - Gender,1525
528,Alberta,22210 Architectural technologists and technicians,Men+,890
529,Alberta,22210 Architectural technologists and technicians,Women+,635
530,Alberta,22211 Industrial designers,Total - Gender,740
531,Alberta,22211 Industrial designers,Men+,450
532,Alberta,22211 Industrial designers,Women+,290
533,Alberta,22212 Drafting technologists and technicians,Total - Gender,5010
534,Alberta,22212 Drafting technologists and technicians,Men+,3485
535,Alberta,22212 Drafting technologists and technicians,Women+,1525
536,Alberta,22213 Land survey technologists and technicians,Total - Gender,545
537,Alberta,22213 Land survey technologists and technicians,Men+,495
538,Alberta,22213 Land survey technologists and technicians,Women+,50
539,Alberta,22214 Technical occupations in geomatics and meteorology,Total - Gender,1695
540,Alberta,22214 Technical occupations in geomatics and meteorology,Men+,1170
541,Alberta,22214 Technical occupations in geomatics and meteorology,Women+,525
542,Alberta,2222 Technical occupations in computer and information systems,Total - Gender,12620
543,Alberta,2222 Technical occupations in computer and information systems,Men+,9800
544,Alberta,2222 Technical occupations in computer and information systems,Women+,2825
545,Alberta,22220 Computer network and web technicians,Total - Gender,6380
546,Alberta,22220 Computer network and web technicians,Men+,5400
547,Alberta,22220 Computer network and web technicians,Women+,980
548,Alberta,22221 User support technicians,Total - Gender,5615
549,Alberta,22221 User support technicians,Men+,4040
550,Alberta,22221 User support technicians,Women+,1575
551,Alberta,22222 Information systems testing technicians,Total - Gender,630
552,Alberta,22222 Information systems testing technicians,Men+,355
553,Alberta,22222 Information systems testing technicians,Women+,275
554,Alberta,2223 Technical inspectors and regulatory officers,Total - Gender,12045
555,Alberta,2223 Technical inspectors and regulatory officers,Men+,9150
556,Alberta,2223 Technical inspectors and regulatory officers,Women+,2895
557,Alberta,22230 Non-destructive testers and inspectors,Total - Gender,3145
558,Alberta,22230 Non-destructive testers and inspectors,Men+,2845
559,Alberta,22230 Non-destructive testers and inspectors,Women+,300
560,Alberta,22231 Engineering inspectors and regulatory officers,Total - Gender,1340
561,Alberta,22231 Engineering inspectors and regulatory officers,Men+,990
562,Alberta,22231 Engineering inspectors and regulatory officers,Women+,345
563,Alberta,22232 Occupational health and safety specialists,Total - Gender,4130
564,Alberta,22232 Occupational health and safety specialists,Men+,2475
565,Alberta,22232 Occupational health and safety specialists,Women+,1655
566,Alberta,22233 Construction inspectors,Total - Gender,3440
567,Alberta,22233 Construction inspectors,Men+,2840
568,Alberta,22233 Construction inspectors,Women+,595
569,Alberta,223 Technical occupations related to engineering,Total - Gender,30010
570,Alberta,223 Technical occupations related to engineering,Men+,26560
571,Alberta,223 Technical occupations related to engineering,Women+,3450
572,Alberta,"2230 Technical occupations in civil, mechanical and industrial engineering",Total - Gender,12990
573,Alberta,"2230 Technical occupations in civil, mechanical and industrial engineering",Men+,10815
574,Alberta,"2230 Technical occupations in civil, mechanical and industrial engineering",Women+,2165
575,Alberta,22300 Civil engineering technologists and technicians,Total - Gender,3480
576,Alberta,22300 Civil engineering technologists and technicians,Men+,2705
577,Alberta,22300 Civil engineering technologists and technicians,Women+,775
578,Alberta,22301 Mechanical engineering technologists and technicians,Total - Gender,3130
579,Alberta,22301 Mechanical engineering technologists and technicians,Men+,2935
580,Alberta,22301 Mechanical engineering technologists and technicians,Women+,195
581,Alberta,22302 Industrial engineering and manufacturing technologists and technicians,Total - Gender,1445
582,Alberta,22302 Industrial engineering and manufacturing technologists and technicians,Men+,1175
583,Alberta,22302 Industrial engineering and manufacturing technologists and technicians,Women+,265
584,Alberta,22303 Construction estimators,Total - Gender,4930
585,Alberta,22303 Construction estimators,Men+,4005
586,Alberta,22303 Construction estimators,Women+,925
587,Alberta,2231 Technical occupations in electronics and electrical engineering,Total - Gender,17025
588,Alberta,2231 Technical occupations in electronics and electrical engineering,Men+,15740
589,Alberta,2231 Technical occupations in electronics and electrical engineering,Women+,1285
590,Alberta,22310 Electrical and electronics engineering technologists and technicians,Total - Gender,4960
591,Alberta,22310 Electrical and electronics engineering technologists and technicians,Men+,4390
